slot,sync,sync_applied,sync_reason,sync_cost,sync_bandwidth,matured_sync_bandwidth,total_sync_cost,remaining_budget,pending_syncs,move_uav1,move_uav2,p_s,p_j,uav1_x,uav1_y,uav2_x,uav2_y,eve_true_x,eve_true_y,eve_est_x,eve_est_y,eve_error,aoi,sigma,twin_quality,twin_badness,pred_r_sec,true_r_sec,pred_margin,pred_error_radius,pred_loss_ub,cert_base_bound,cert_empirical_upper_bound,cert_required_margin,cert_slack,certified_safe,realized_loss,cert_cover,r_b,r_e,outage,success,served_user_idx,movement_cost,power_cost
30,0,1,random_budgeted_skip,0.0,0.0,0.75,5.5,74.5,0,down_right,down,1.0,0.0,181.7157287525381,255.85786437626905,328.2842712474619,221.7157287525381,355.91202272003596,328.7436228852719,356.48791790075256,329.2749060943939,0.7835286258124461,0,0.8912957237243733,0.9946718776970245,0.0053281223029754965,0.5774512550142066,0.5641259774986955,1.7889825726449295,0.0,0.008912957237243732,0.008912957237243732,0.0,0.08910208680961616,1.6998804858353134,1,0.013325277515511047,1,2.877080988270161,2.3129550107714656,0,1,0,20.0,1.0
31,0,0,random_budgeted_skip,0.0,0.0,0.0,5.5,74.5,0,right,left,0.5,0.0,191.7157287525381,255.85786437626905,318.2842712474619,221.7157287525381,353.73380800729586,327.47113431197494,354.47702477515753,329.8882630420099,2.528810483526032,1,1.2749819702727907,0.9717102485309753,0.028289751469024734,0.3799470890960672,0.3536024458375151,1.5869998182141911,3.422666546329266,0.0372858189807035,0.0372858189807035,0.0,0.1178555838323637,1.4691442343818275,1,0.026344643258552125,1,2.112078539765099,1.758476093927584,1,0,2,20.0,0.5
32,0,0,random_budgeted_skip,0.0,0.0,0.0,5.5,74.5,0,down_right,down_right,0.35,0.75,198.78679656440357,248.78679656440357,325.3553390593274,214.64466094067262,351.6722412949685,327.1390206073619,352.4661316495625,330.5016199896259,3.455045079404865,2,1.8888644448639953,0.949670690791883,0.05032930920811692,1.2703693529519369,1.2717467654750907,1.5631490898976952,5.976293486893876,0.06274640537000321,0.06274640537000321,0.0,0.143632921163179,1.4195161687345161,1,0.0,1,1.517143324694045,0.24539655921895423,0,1,0,20.0,1.1
33,1,0,random_budgeted_sync,0.25,0.25,0.0,5.75,74.25,1,down_right,up_right,0.5,1.0,205.85786437626905,241.7157287525381,332.42640687119285,221.7157287525381,349.1707047349525,327.0899877378045,350.45523852396747,331.1149769372419,4.224992912503995,3,2.650678718136432,0.9273910510743203,0.07260894892567972,1.6080314084802951,1.6082231643222034,1.6163384039774482,10.206051188910433,0.09974309431482692,0.09974309431482692,0.0,0.1811287673055316,1.4352096366719167,1,0.0,1,1.8688086235085766,0.26058545918637327,0,1,0,20.0,1.5
34,1,1,random_budgeted_sync,0.25,0.25,0.25,6.0,74.0,1,down,down,0.35,0.0,205.85786437626905,231.7157287525381,332.42640687119285,211.7157287525381,346.7878861516768,325.3076052642591,346.33794526467557,325.8286615670729,0.6884377041515334,0,1.369796805817979,0.9929718279423871,0.007028172057612867,0.22656612625245032,0.22780636870213966,1.716183423213225,0.0,0.01369796805817979,0.01369796805817979,0.0,0.09393494773876158,1.6222484754744633,1,0.0,1,1.7578091082808909,1.5300027395787512,1,0,0,20.0,0.35
35,0,1,random_budgeted_skip,0.0,0.0,0.25,6.0,74.0,0,up_right,stay,0.8,0.0,212.92893218813452,238.78679656440357,332.42640687119285,211.7157287525381,345.02930864648874,323.39458748129266,346.4630431421876,325.1633262849675,2.2768468459213516,0,1.0405514514062277,0.9907148887910521,0.009285111208947951,0.0,0.0,1.4554679248380946,0.0,0.010405514514062278,0.010405514514062278,0.0,0.09060956965920289,1.3648583551788918,1,0.0,1,2.5057940091188398,2.6338381257434924,1,0,0,10.0,0.8
36,0,0,random_budgeted_skip,0.0,0.0,0.0,6.0,74.0,0,up_right,right,0.5,1.0,220.0,245.85786437626905,342.42640687119285,211.7157287525381,342.4621510014246,323.467336518674,343.21115667521525,323.9265836950244,0.8785883383908414,1,1.4807923369859384,0.9746000068906768,0.025399993109323143,1.4503100380220606,1.4479430724915385,1.376796203405116,3.4681882324025852,0.03961705276427489,0.03961705276427489,0.0,0.12021195082121375,1.2565842525839022,1,0.0023669655305220694,1,1.8174910975067986,0.3695480250152601,0,1,2,20.0,1.5
37,0,0,random_budgeted_skip,0.0,0.0,0.0,6.0,74.0,0,down_right,down_left,0.35,0.75,227.07106781186548,238.78679656440357,335.3553390593274,204.64466094067262,340.0306195004663,324.2225787299342,339.9592702082429,322.6898411050813,1.5343973892510363,2,2.116644215895302,0.953081029010604,0.04691897098939604,1.06426009970142,1.0628258087116196,1.190923900673226,6.892243606828648,0.0705199037999249,0.0705199037999249,0.0,0.1515207925821973,1.0394031080910286,1,0.001434290989800413,1,1.4486473172769798,0.38582150856536024,0,1,2,20.0,1.1
38,0,0,random_budgeted_skip,0.0,0.0,0.0,6.0,74.0,0,up,up,1.0,0.75,227.07106781186548,248.78679656440357,335.3553390593274,214.64466094067262,337.09158689991517,324.04536662574515,336.7073837412706,321.4530985151382,2.6205850538347626,3,2.889646638820029,0.9300450970735916,0.06995490292640832,1.8186286823102669,1.8149678217611735,1.3420469980839411,11.533111049497807,0.11009513268518713,0.11009513268518713,0.0,0.19163740845401891,1.1504095896299222,1,0.0036608605490933144,1,2.7210026167420303,0.9060347949808566,0,1,2,20.0,1.75
39,1,0,random_budgeted_sync,1.0,1.0,0.0,7.0,73.0,1,up_left,stay,0.5,1.0,220.0,255.85786437626905,335.3553390593274,214.64466094067262,334.3953429678948,323.40117991682354,333.45549727429824,320.2163559251951,3.32060443073608,4,3.769266616592521,0.9074515735644737,0.09254842643552626,1.5339322696232833,1.5324880308217392,1.445464207305978,14.688522250982153,0.14182379967181813,0.14182379967181813,0.0,0.22376957855857557,1.2216946287474024,1,0.0014442388015440955,1,1.9495434513071834,0.4170554204854441,0,1,2,10.0,1.5
