episode_length,total_secrecy_rate,avg_sync_cost,avg_sync_bandwidth,sync_request_rate,avg_sync_applied,avg_pending_syncs,avg_twin_quality,avg_twin_badness,avg_secrecy_rate,avg_realized_loss,avg_margin_gap,avg_cert_slack,certified_safe_rate,certificate_violation_prob,certificate_cover_rate,certificate_in_policy_cover_rate,certificate_empirical_cover_rate,certificate_margin_cover_rate,prediction_violation_prob,outage_prob,success_prob,scenario,train_episode,seed
160.0,9.370287184970508,0.11875,0.11875,0.19375,0.1875,0.19375,0.379233814171826,0.6207661858281739,0.05856429490606567,0.5897221361255631,0.586151955426278,-0.9796296847830714,0.0,1.0,0.53125,0.53125,0.53125,0.53125,0.8625,1.0,0.0,scenario_stress,61,261
160.0,22.35576808026651,0.11875,0.11875,0.175,0.1375,0.175,0.35158787006183473,0.6484121299381652,0.13972355050166568,0.9317773468466383,0.9302123219838677,-1.5885304607736717,0.075,0.925,0.6875,0.6875,0.6875,0.6875,0.86875,1.0,0.0,scenario_stress,62,262
160.0,14.592976311262202,0.11875,0.11875,0.2,0.175,0.2,0.5116305330680713,0.48836946693192873,0.09120610194538877,0.3119426281437966,0.30989318962703377,-2.050086214428944,0.0,1.0,0.84375,0.84375,0.84375,0.84375,0.7125,1.0,0.0,scenario_stress,63,263
160.0,11.74101516692868,0.11875,0.11875,0.2,0.16875,0.2,0.5957076595184049,0.4042923404815951,0.07338134479330424,0.009330206479715756,-0.000879164362910546,-1.9915123387578653,0.0,1.0,0.9,0.9,0.9,0.9,0.125,1.0,0.0,scenario_stress,64,264
160.0,36.43736756775023,0.11875,0.11875,0.20625,0.19375,0.20625,0.5170745701666819,0.4829254298333181,0.22773354729843892,0.20975308894212566,0.20721207938512096,-2.3625527568153144,0.0,1.0,0.9,0.9,0.9,0.9,0.725,1.0,0.0,scenario_stress,65,265
160.0,11.095190174617159,0.11875,0.11875,0.1875,0.16875,0.1875,0.6039764026154879,0.3960235973845122,0.06934493859135724,0.004686219404108601,-0.000448769985412361,-2.675125982587077,0.0,1.0,0.9125,0.9125,0.9125,0.9125,0.09375,1.0,0.0,scenario_stress,66,266
160.0,64.36796160106273,0.11875,0.11875,0.15,0.11875,0.15,0.4359210347314312,0.5640789652685688,0.4022997600066421,0.305128391014737,0.3007444554718102,-2.461430234145223,0.0,1.0,0.8,0.8,0.8,0.8,0.86875,1.0,0.0,scenario_stress,67,267
160.0,60.52834861313369,0.11875,0.11875,0.1875,0.18125,0.1875,0.5116918996256871,0.48830810037431294,0.37830217883208556,0.18570713114052523,0.1833816729711669,-2.3635023974110494,0.0,1.0,0.8125,0.8125,0.8125,0.8125,0.7875,1.0,0.0,scenario_stress,68,268
160.0,5.691853240578972,0.11875,0.11875,0.18125,0.16875,0.18125,0.5905126755648228,0.4094873244351772,0.03557408275361858,0.024959536479726062,0.02459589340774885,-1.9371058071349894,0.0,1.0,0.9,0.9,0.9,0.9,0.26875,1.0,0.0,scenario_stress,69,269
160.0,81.00496843178416,0.11875,0.11875,0.2,0.19375,0.2,0.3987233958024822,0.6012766041975178,0.506281052698651,0.4635578565594587,0.46293000581152677,-0.43842612914988066,0.39375,0.60625,0.61875,0.61875,0.61875,0.61875,0.7375,0.9875,0.0125,scenario_stress,70,270
160.0,16.547097142305304,0.11875,0.11875,0.175,0.16875,0.175,0.35479607465969815,0.6452039253403019,0.10341935713940816,0.5999170680171986,0.5983106028221611,-2.965725945702549,0.03125,0.96875,0.8125,0.8125,0.8125,0.8125,0.75625,1.0,0.0,scenario_stress,71,271
